# Columns are as follows:
#  id weight flux fluxweight
# Metadata is as follows:
#       nonzero templates: 25
#  out of total templates: 25
#        bin spectra file: NGC1132-s2-folded-fullgalaxy.fits
#   bin spectra file date: Sun Jan 10 19:48:08 2016
#               fits file: NGC1132-s3-A-folded-main.fits
#          fits file date: Sun Jan 10 20:10:58 2016
# The best-fit moments are:
#  66.99    223.779  0.000653722 0.00796129 0.0916612 0.044064
55	0.240365	1109.76 	0.21347 
959	0.124442	1140.83 	0.113612
717	0.0880062	1050.77 	0.0740043
136	0.087083	1331.68 	0.092805
409	0.0702248	1446.72 	0.0813041
128	0.0571529	1320.6  	0.0604014
751	0.0558874	2078.8  	0.0929745
840	0.0520597	1496.98 	0.062367
404	0.0459976	1097.13 	0.0403858
72	0.0425754	1581.25 	0.0538761
890	0.0388994	1010.84 	0.0314675
943	0.038344	992.458 	0.0304541
442	0.0354994	1176.08 	0.0334115
944	0.0339874	1056.05 	0.0287235
701	0.0212718	2116.24 	0.0360252
246	0.016318	1316.23 	0.0171884
892	0.0155291	1858.35 	0.0230946
710	0.0140083	2062.59 	0.0231225
834	0.0115512	2140.25 	0.0197847
720	0.00857071	886.685 	0.00608167
498	0.00856598	1292.95 	0.00886331
929	0.0036889	2297.68 	0.00678303
838	0.00222289	871.563 	0.00155043
957	0.00170976	1070.05 	0.00146412
953	0.000212892	1469.44 	0.000250351
