# Columns are as follows:
#  bin V sigma h3 h4 h5 h6 Verr sigmaerr h3err h4err h5err h6err
# Metadata is as follows:
#                add_deg: 0
#                mul_deg: 7
#                   bias: 0.0
#       bin spectra file: NGC1132-s2-folded-binspectra.fits
#  bin spectra file date: Sun Jan 10 19:48:01 2016
#              fits file: NGC1132-s3-B-folded-main.fits
#         fits file date: Sun Jan 10 21:25:23 2016
# Errors from stdev of 100 mc runs
1	47.877687	238.893376	0.016591	0.000799	0.002166	0.027464	4.823974	7.071330	0.025018	0.028867	0.027568	0.025390
2	79.345170	235.986285	-0.049675	-0.020309	0.064221	0.053430	5.021536	6.282438	0.022734	0.030962	0.027042	0.028803
3	76.378395	224.235695	0.070547	0.007272	-0.004625	0.030319	5.857624	9.627836	0.035401	0.046598	0.033699	0.041716
4	67.745765	228.193020	0.015287	0.021979	0.034010	0.026830	7.733932	12.329225	0.041290	0.049582	0.039710	0.046957
5	34.222768	228.342075	0.023739	-0.022176	0.054107	0.076471	8.430718	10.315692	0.042577	0.043457	0.043325	0.042824
6	33.318791	210.511084	-0.024216	0.034416	0.052111	0.076063	5.364099	7.898657	0.030105	0.037117	0.032296	0.036894
7	76.873364	204.037698	0.025046	0.032822	0.016917	0.072876	6.002304	9.325247	0.038387	0.041606	0.037625	0.040097
8	53.603577	215.498592	0.030684	0.051447	0.026232	-0.000529	5.133684	7.142936	0.029488	0.033979	0.030993	0.032130
9	86.814825	231.934597	0.009243	-0.004412	0.108818	0.091266	14.299731	18.526581	0.075245	0.085161	0.071692	0.078323
10	50.069991	235.923798	-0.017550	-0.064363	0.218642	0.085441	12.065507	10.184828	0.063230	0.059679	0.069744	0.071295
