# Columns are as follows:
#  id weight flux fluxweight
# Metadata is as follows:
#       nonzero templates: 16
#  out of total templates: 25
#        bin spectra file: NGC1132-s2-folded-fullgalaxy.fits
#   bin spectra file date: Sun Jan 10 19:48:08 2016
#               fits file: NGC1132-s3-A-folded-main.fits
#          fits file date: Sun Jan 10 20:10:58 2016
# The best-fit moments are:
#  63.5188  216.471  0.0183898 0.0345308 0.0293857 0.0338283
717	0.293455	1062.81 	0.250575
409	0.196334	1462.2  	0.230643
136	0.107988	1346.09 	0.116786
55	0.0942407	1122.39 	0.0849813
840	0.0675225	1513    	0.0820777
890	0.0434746	1023.73 	0.0357569
442	0.0390713	1188.93 	0.0373209
834	0.0363168	2160.67 	0.0630428
72	0.034432	1597.91 	0.0442033
498	0.0251987	1307.12 	0.0264626
751	0.0248522	2098.79 	0.0419057
944	0.0125352	1068.27 	0.0107585
246	0.0110051	1330.58 	0.0117645
957	0.00917482	1082.35 	0.0079782
929	0.0082365	2319.99 	0.0153521
943	0.000763621	1004.3  	0.000616144
