# Columns are as follows:
#  id weight flux fluxweight
# Metadata is as follows:
#       nonzero templates: 15
#  out of total templates: 15
#        bin spectra file: NGC4839-s2-folded-fullgalaxy.fits
#   bin spectra file date: Sat Jan 16 14:07:06 2016
#               fits file: NGC4839-s3-A-folded-main.fits
#          fits file date: Sat Jan 16 14:15:12 2016
# The best-fit moments are:
#  58.8864  291.555  0.0308334 0.0922991 0.0626801 -0.00555492
55	0.349317	1147.1  	0.318429
409	0.210394	1489.47 	0.249032
751	0.142833	2116.66 	0.240254
136	0.1196  	1371.79 	0.130379
537	0.118219	1088.85 	0.102293
498	0.0997812	1335.09 	0.105865
943	0.0306955	1029.51 	0.0251128
759	0.0254479	2194.88 	0.0443867
945	0.0199357	1415.9  	0.0224313
126	0.0199142	2076.62 	0.0328633
834	0.0198747	2179.26 	0.0344192
884	0.0192804	1063.04 	0.0162876
838	0.0086341	912.595 	0.00626161
853	0.00333782	2223.61 	0.0058981
64	0.000329852	1885.71 	0.000494294
