# Columns are as follows:
#  id weight flux fluxweight
# Metadata is as follows:
#       nonzero templates: 12
#  out of total templates: 16
#        bin spectra file: UGC10918-s2-folded-fullgalaxy.fits
#   bin spectra file date: Wed Jan  6 13:52:45 2016
#               fits file: UGC10918-s3-A-folded-main.fits
#          fits file date: Wed Jan  6 14:10:20 2016
# The best-fit moments are:
#  -427.797 248.114  0.0122739 0.017304 0.00136669 0.0674177
409	0.237055	1506.13 	0.285994
969	0.200589	1133.13 	0.182067
442	0.1385  	1228.57 	0.1363  
136	0.128201	1386.31 	0.142363
498	0.0631683	1357.91 	0.0687092
964	0.0513559	1192.94 	0.0490744
838	0.0489576	965.057 	0.0378459
404	0.0367452	1156.73 	0.0340468
834	0.0271812	2139.1  	0.0465742
552	0.0212139	1270.01 	0.021581
21	0.00716255	2209.46 	0.0126765
929	0.00333718	2307.7  	0.00616885
